品类,历史tradeId,历史fieldId,字段,类型,历史必填,历史saleProp,Listingify基线来源,CLI本地来源,Listingify基线判断逻辑,CLI缺失处理,create阶段,full-update阶段,incremental阶段,确认状态,CLI代码/验证入口,基线证据
针织衫,59,67017,中幼童-柔软指数,单选,否,否,COPYWRITING 标准文案（厚薄/柔软度/弹性/版型） + REFERENCE_IMAGE + 当前模板 options；AI 仅辅助枚举,本地文案 Excel 标准文案（厚薄/柔软度/弹性/版型） + 本地参考图 + 当前模板 options；AI 仅辅助枚举,优先取标准文案明确属性；图片仅辅助明显可见/观感属性，最终必须命中当前模板 options，不能从季节或材质硬推。,文案和图像均无充分证据时留空并人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1670
针织衫,59,61310,中幼细节描述-20Q2,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1671
针织衫,59,61306,中幼面料说明-20Q2,多行/结构文本,否,否,吊牌/洗唛 OCR + COPYWRITING 标准文案 + 人工确认,吊牌/洗唛 OCR + 本地文案 Excel 标准文案 + 人工确认,按面料部位保留真实成分和比例；吊牌/洗唛合规事实优先，文案只作补充，枚举按模板归一。,无吊牌/洗唛/文案证据留空或转合规人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1672
针织衫,59,67338,主图1,单选,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1673
针织衫,59,80957,主图2,单选,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1674
针织衫,59,32466,主图4文案1,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1675
针织衫,59,89426,主图4文案2,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1676
针织衫,59,89563,主图4样式,单选,否,否,REFERENCE_IMAGE + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,本地参考图 + AI：平铺图/商品参考图可见证据，AI 仅限当前模板枚举,仅根据平铺图/参考图判断可见结构，再归一到当前模板合法枚举；AI 只做受控辅助。,图片不可见或证据不足时留空并转人工；不因字段名存在而默认勾选。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1677
针织衫,59,80220,主要下游平台,多选,否,否,批准平台白名单 + 上市计划平台覆盖,批准平台白名单 + 上市计划平台覆盖,只保留当前业务批准且模板支持的平台；多平台尺码列另按尺码表规则处理。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1678
针织衫,59,80216,主要销售地区,多选,否,否,上市计划/业务固定地区 + 当前模板 options,上市计划/业务固定地区 + 当前模板 options,按业务允许地区命中模板枚举，不从标题或 IP 推导。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1679
针织衫,59,53360,产地(多选),多选,否,否,MDM 生产/经销主数据 + 吊牌/洗唛 OCR + LAUNCH_PLAN 产地字段,MDM 生产/经销主数据 + 吊牌/洗唛 OCR + 本地上市计划 Excel 产地字段,按字段是国家、地区还是平台发货地分别归一；产地不等于发货地。,无可信产地证据留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1680
针织衫,59,57214,京东产地,文本,否,否,MDM 生产/经销主数据 + 吊牌/洗唛 OCR + LAUNCH_PLAN 产地字段,MDM 生产/经销主数据 + 吊牌/洗唛 OCR + 本地上市计划 Excel 产地字段,按字段是国家、地区还是平台发货地分别归一；产地不等于发货地。,无可信产地证据留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1681
针织衫,59,35875,京东发货地,文本,否,否,MDM/仓配发货地 + LAUNCH_PLAN 履约信息,MDM/仓配发货地 + 本地上市计划 Excel 履约信息,服饰京东发货地取仓配/上市计划真实发货地，与产地字段分开。,无仓配证据留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1682
针织衫,59,43340,京东商品标语,文本,否,否,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,当前代码模板映射 source_type/source_field + 对应上游事实（MDM/上市计划/标准文案/OCR/人工）,按 field_id 的 source_type/source_field 读取同款事实；无专门派生规则时只保留可追溯值，不因模板字段存在而自动生成。,无可信来源或无法命中当前模板 options 时留空并转人工；模板必填或代码 ruleBlocking 时阻断。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1683
针织衫,59,38033,京东商品重量,文本,否,否,MDM/业务实测包装数据 + 当前模板单位,MDM/业务实测包装数据 + 当前模板单位,服饰京东重量只有在 MDM/业务实测有据时填写，不沿用鞋品的 1 默认。,无实测重量留空并转人工；不因字段非必填而编造。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1684
针织衫,59,68434,京东标题,文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1685
针织衫,59,84681,京东自营商品重量,文本,否,否,MDM/业务实测包装数据 + 当前模板单位,MDM/业务实测包装数据 + 当前模板单位,服饰京东重量只有在 MDM/业务实测有据时填写，不沿用鞋品的 1 默认。,无实测重量留空并转人工；不因字段非必填而编造。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1686
针织衫,59,1671,介绍,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1689
针织衫,59,60648,件数,文本,否,否,LAUNCH_PLAN + COPYWRITING + REFERENCE_IMAGE,本地上市计划 Excel + 本地文案 Excel + 本地参考图,优先上市计划小类/主款式和文案款式；图片只判断可见结构；枚举字段必须命中模板值。,无法唯一判断时留空人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1690
针织衫,59,93224,件重尺,文本,否,否,MDM/仓配实测数据 + 吊牌/洗唛或人工确认,MDM/仓配实测数据 + 吊牌/洗唛或人工确认,只填写有实测或明确业务记录的数值，并按字段单位转换；商品重量、包装重量、体积不可互相推算。,无实测数据留空并转人工；不写 0 占位。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1691
针织衫,59,4392,价格区间,多行/结构文本,否,否,MDM_SPU.price_tag,本地 MDM 导出 SPU 信息.price_tag,吊牌/展示/市场价只取 SPU 吊牌价；价格区间首档数量固定 1。,SPU 吊牌价为空则留空并阻断价格场景。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1692
针织衫,59,31031,会员打折,单选,否,否,固定业务规则 + 当前模板 options,固定业务规则 + 当前模板 options,会员折扣按业务固定值，不从价格字段推导。,固定值不被当前模板接受时留空报警并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:1693
